timestamp_iso,timestamp_unix,duree_s,vitesse_kmh,distance_km,pitch_deg,acceleration_ms2,puissance_w,puissance_cible_w
2026-08-08T17:44:36.986492+00:00,1786211076.986,0.12,0.00,0.0132,-2.20,0.000,0.0,220.0
2026-08-08T17:44:37.187927+00:00,1786211077.188,0.32,0.00,0.0132,-2.19,0.000,0.0,220.0
2026-08-08T17:44:37.383159+00:00,1786211077.383,0.52,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:37.582988+00:00,1786211077.583,0.72,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:37.781757+00:00,1786211077.782,0.92,0.00,0.0000,-2.18,0.000,0.0,188.7
2026-08-08T17:44:37.984395+00:00,1786211077.984,1.12,0.00,0.0000,-2.18,0.000,0.0,188.7
2026-08-08T17:44:38.184233+00:00,1786211078.184,1.32,0.00,0.0000,-2.18,0.000,0.0,188.7
2026-08-08T17:44:38.384066+00:00,1786211078.384,1.52,0.00,0.0000,-2.18,0.000,0.0,188.7
2026-08-08T17:44:38.581716+00:00,1786211078.582,1.72,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:38.781637+00:00,1786211078.782,1.92,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:38.979719+00:00,1786211078.980,2.12,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:39.179353+00:00,1786211079.179,2.32,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:39.378863+00:00,1786211079.379,2.52,0.00,0.0000,-2.19,0.000,0.0,188.7
2026-08-08T17:44:39.576499+00:00,1786211079.576,2.71,0.00,0.0000,-2.20,0.000,0.0,188.7
2026-08-08T17:44:39.774500+00:00,1786211079.774,2.91,0.00,0.0000,-2.21,0.000,0.0,188.7
2026-08-08T17:44:40.068154+00:00,1786211080.068,3.20,0.00,0.0000,-2.24,0.000,0.0,188.7
2026-08-08T17:44:40.451168+00:00,1786211080.451,3.59,0.00,0.0000,-2.26,0.000,0.0,188.7
2026-08-08T17:44:40.651339+00:00,1786211080.651,3.79,0.00,0.0000,-2.27,0.000,0.0,188.7
2026-08-08T17:44:40.849251+00:00,1786211080.849,3.99,0.00,0.0000,-2.28,0.000,0.0,188.7
2026-08-08T17:44:41.609028+00:00,1786211081.609,4.75,0.00,0.0000,-2.32,0.000,0.0,188.7
2026-08-08T17:44:41.818668+00:00,1786211081.819,4.96,0.00,0.0000,-2.36,0.000,0.0,188.7
2026-08-08T17:44:42.016695+00:00,1786211082.017,5.15,0.00,0.0000,-2.38,0.000,0.0,188.7
2026-08-08T17:44:42.405525+00:00,1786211082.406,5.54,0.00,0.0000,-2.42,0.000,0.0,188.7
2026-08-08T17:44:42.602742+00:00,1786211082.603,5.74,0.00,0.0000,-2.44,0.000,0.0,188.7
2026-08-08T17:44:42.802922+00:00,1786211082.803,5.94,0.00,0.0000,-2.46,0.000,0.0,188.7
2026-08-08T17:44:43.386647+00:00,1786211083.387,6.52,0.00,0.0000,-2.63,0.000,0.0,188.7
2026-08-08T17:44:43.771380+00:00,1786211083.771,6.91,0.00,0.0000,-2.79,0.000,0.0,188.7
2026-08-08T17:44:43.970124+00:00,1786211083.970,7.11,0.00,0.0000,-2.86,0.000,0.0,188.7
2026-08-08T17:44:44.356737+00:00,1786211084.357,7.49,0.00,0.0000,-3.01,0.000,0.0,188.7
2026-08-08T17:44:44.555881+00:00,1786211084.556,7.69,0.00,0.0000,-3.08,0.000,0.0,188.7
2026-08-08T17:44:45.313036+00:00,1786211085.313,8.45,0.00,0.0000,-3.21,0.000,0.0,188.7
2026-08-08T17:44:45.523547+00:00,1786211085.524,8.66,0.00,0.0000,-3.27,0.000,0.0,188.7
2026-08-08T17:44:45.721230+00:00,1786211085.721,8.86,0.00,0.0000,-3.30,0.000,0.0,188.7
2026-08-08T17:44:45.921383+00:00,1786211085.921,9.06,0.00,0.0000,-3.33,0.000,0.0,188.7
2026-08-08T17:44:46.311081+00:00,1786211086.311,9.45,0.00,0.0000,-3.37,0.000,0.0,188.7
2026-08-08T17:44:46.509232+00:00,1786211086.509,9.65,0.00,0.0000,-3.39,0.000,0.0,188.7
2026-08-08T17:44:47.108417+00:00,1786211087.108,10.25,0.00,0.0000,-3.43,0.000,0.0,188.7
2026-08-08T17:44:47.305693+00:00,1786211087.306,10.44,0.00,0.0000,-3.45,0.000,0.0,188.7
2026-08-08T17:44:47.691240+00:00,1786211087.691,10.83,0.00,0.0000,-3.49,0.000,0.0,188.7
2026-08-08T17:44:47.891096+00:00,1786211087.891,11.03,0.00,0.0000,-3.51,0.000,0.0,188.7
2026-08-08T17:44:48.274176+00:00,1786211088.274,11.41,0.00,0.0000,-3.49,0.000,0.0,188.7
2026-08-08T17:44:48.869715+00:00,1786211088.870,12.01,0.00,0.0000,-3.35,0.000,0.0,188.7
2026-08-08T17:44:49.065925+00:00,1786211089.066,12.20,0.00,0.0000,-3.30,0.000,0.0,188.7
2026-08-08T17:44:49.260889+00:00,1786211089.261,12.40,0.00,0.0000,-3.25,0.000,0.0,188.7
2026-08-08T17:44:49.458666+00:00,1786211089.459,12.60,0.00,0.0000,-3.20,0.000,0.0,188.7
2026-08-08T17:44:49.843906+00:00,1786211089.844,12.98,0.00,0.0000,-3.10,0.000,0.0,188.7
2026-08-08T17:44:50.446306+00:00,1786211090.446,13.58,0.00,0.0000,-3.08,0.000,0.0,188.7
2026-08-08T17:44:50.643411+00:00,1786211090.643,13.78,0.00,0.0000,-3.06,0.000,0.0,188.7
2026-08-08T17:44:50.842603+00:00,1786211090.843,13.98,0.00,0.0000,-3.05,0.000,0.0,188.7
2026-08-08T17:44:51.227319+00:00,1786211091.227,14.36,0.00,0.0000,-3.02,0.000,0.0,188.7
2026-08-08T17:44:51.613248+00:00,1786211091.613,14.75,0.00,0.0000,-2.99,0.000,0.0,188.7
2026-08-08T17:44:52.197216+00:00,1786211092.197,15.33,0.00,0.0000,-2.95,0.000,0.0,188.7
2026-08-08T17:44:52.400390+00:00,1786211092.400,15.54,0.00,0.0000,-2.93,0.000,0.0,188.7
2026-08-08T17:44:52.598534+00:00,1786211092.599,15.74,0.00,0.0000,-2.92,0.000,0.0,188.7
2026-08-08T17:44:52.795577+00:00,1786211092.796,15.93,0.00,0.0000,-2.90,0.000,0.0,188.7
2026-08-08T17:44:52.993681+00:00,1786211092.994,16.13,0.00,0.0000,-2.88,0.000,0.0,188.7
2026-08-08T17:44:53.383878+00:00,1786211093.384,16.52,0.00,0.0000,-2.85,0.000,0.0,188.7
2026-08-08T17:44:53.792733+00:00,1786211093.793,16.93,0.00,0.0000,-2.83,0.000,0.0,188.7
2026-08-08T17:44:54.001344+00:00,1786211094.001,17.14,0.00,0.0000,-2.82,0.000,0.0,188.7
2026-08-08T17:44:54.199057+00:00,1786211094.199,17.34,0.00,0.0000,-2.80,0.000,0.0,188.7
2026-08-08T17:44:54.398408+00:00,1786211094.398,17.54,0.00,0.0000,-2.80,0.000,0.0,188.7
2026-08-08T17:44:54.599210+00:00,1786211094.599,17.74,0.00,0.0000,-2.78,0.000,0.0,188.7
2026-08-08T17:44:54.982404+00:00,1786211094.982,18.12,0.00,0.0000,-2.78,0.000,0.0,188.7
2026-08-08T17:44:55.182102+00:00,1786211095.182,18.32,0.00,0.0000,-2.78,0.000,0.0,188.7
2026-08-08T17:44:55.382173+00:00,1786211095.382,18.52,0.00,0.0000,-2.77,0.000,0.0,188.7
