timestamp_iso,timestamp_unix,duree_s,vitesse_kmh,distance_km,pitch_deg,acceleration_ms2,puissance_w,puissance_cible_w
2026-07-31T19:06:36.352241+00:00,1785524796.352,0.23,0.00,0.0000,16.24,-0.027,0.0,255.3
2026-07-31T19:06:36.857486+00:00,1785524796.857,0.74,0.00,0.0000,16.24,-0.027,0.0,255.3
2026-07-31T19:06:37.359578+00:00,1785524797.360,1.24,0.00,0.0000,16.24,-0.027,0.0,255.3
2026-07-31T19:06:37.862511+00:00,1785524797.862,1.74,0.00,0.0000,16.24,-0.027,0.0,255.3
2026-07-31T19:06:38.367672+00:00,1785524798.368,2.25,0.00,0.0000,16.24,-0.027,0.0,255.3
2026-07-31T19:06:38.867668+00:00,1785524798.868,2.75,0.00,0.0000,16.26,0.020,0.0,255.3
2026-07-31T19:06:39.372614+00:00,1785524799.373,3.25,0.00,0.0000,16.26,0.020,0.0,255.3
2026-07-31T19:06:39.871481+00:00,1785524799.871,3.75,0.00,0.0000,16.26,0.020,0.0,255.3
2026-07-31T19:06:40.371421+00:00,1785524800.371,4.25,0.00,0.0000,16.26,0.020,0.0,255.3
2026-07-31T19:06:40.868152+00:00,1785524800.868,4.75,0.00,0.0000,16.26,0.020,0.0,255.3
2026-07-31T19:06:41.374176+00:00,1785524801.374,5.25,0.00,0.0000,16.26,-0.020,0.0,255.3
2026-07-31T19:06:41.876099+00:00,1785524801.876,5.76,0.00,0.0000,16.26,-0.020,0.0,255.3
2026-07-31T19:06:42.377123+00:00,1785524802.377,6.26,0.00,0.0000,0.00,-0.027,0.0,255.3
2026-07-31T19:06:42.882282+00:00,1785524802.882,6.76,0.00,0.0000,0.00,-0.027,0.0,222.0
2026-07-31T19:06:43.382182+00:00,1785524803.382,7.26,0.00,0.0000,-0.00,-0.020,0.0,222.0
2026-07-31T19:06:43.878265+00:00,1785524803.878,7.76,0.00,0.0000,-0.03,0.020,0.0,188.7
2026-07-31T19:06:44.373269+00:00,1785524804.373,8.25,0.00,0.0000,-0.03,0.020,0.0,188.7
2026-07-31T19:06:44.872131+00:00,1785524804.872,8.75,0.00,0.0000,-0.03,0.020,0.0,188.7
2026-07-31T19:06:45.375672+00:00,1785524805.376,9.25,0.00,0.0000,-0.03,0.020,0.0,188.7
2026-07-31T19:06:45.879074+00:00,1785524805.879,9.76,0.00,0.0000,-0.02,-0.020,0.0,188.7
2026-07-31T19:06:46.374051+00:00,1785524806.374,10.25,0.00,0.0000,-0.02,-0.020,0.0,188.7
2026-07-31T19:06:46.874449+00:00,1785524806.874,10.75,0.00,0.0000,-0.02,-0.020,0.0,188.7
2026-07-31T19:06:47.376056+00:00,1785524807.376,11.26,0.00,0.0000,-0.02,-0.020,0.0,188.7
2026-07-31T19:06:47.876290+00:00,1785524807.876,11.76,0.00,0.0000,-0.03,-0.020,0.0,188.7
2026-07-31T19:06:48.381962+00:00,1785524808.382,12.26,0.00,0.0000,-0.01,-0.012,0.0,188.7
2026-07-31T19:06:48.884589+00:00,1785524808.885,12.76,0.00,0.0000,-0.01,-0.012,0.0,188.7
2026-07-31T19:06:49.384407+00:00,1785524809.384,13.26,0.00,0.0000,-0.01,-0.012,0.0,188.7
2026-07-31T19:06:49.888021+00:00,1785524809.888,13.77,0.00,0.0000,-0.01,-0.012,0.0,188.7
2026-07-31T19:06:50.388205+00:00,1785524810.388,14.27,0.00,0.0000,0.01,0.027,0.0,188.7
2026-07-31T19:06:50.894196+00:00,1785524810.894,14.77,0.00,0.0000,0.01,0.020,0.0,222.0
2026-07-31T19:06:51.394521+00:00,1785524811.395,15.27,0.00,0.0000,0.01,0.020,0.0,222.0
2026-07-31T19:06:51.898379+00:00,1785524811.898,15.78,0.00,0.0000,0.01,0.027,0.0,222.0
2026-07-31T19:06:52.399944+00:00,1785524812.400,16.28,0.00,0.0000,0.01,0.027,0.0,222.0
2026-07-31T19:06:52.901403+00:00,1785524812.901,16.78,0.00,0.0000,0.07,0.012,0.0,222.0
2026-07-31T19:06:53.396800+00:00,1785524813.397,17.28,0.00,0.0000,0.07,0.012,0.0,222.0
2026-07-31T19:06:53.896892+00:00,1785524813.897,17.78,0.00,0.0000,0.03,0.012,0.0,222.0
2026-07-31T19:06:54.402595+00:00,1785524814.403,18.28,0.00,0.0000,-0.05,-0.020,0.0,222.0
2026-07-31T19:06:54.906793+00:00,1785524814.907,18.79,0.00,0.0000,-0.05,-0.020,0.0,188.7
2026-07-31T19:06:55.403073+00:00,1785524815.403,19.28,0.00,0.0000,0.01,-0.539,0.0,188.7
2026-07-31T19:06:55.909772+00:00,1785524815.910,19.79,0.24,0.0022,0.01,-0.539,0.0,222.0
2026-07-31T19:06:56.413870+00:00,1785524816.414,20.29,0.24,0.0022,1.15,0.980,6.8,222.0
2026-07-31T19:06:56.915947+00:00,1785524816.916,20.79,0.24,0.0022,1.15,0.980,6.8,222.0
2026-07-31T19:06:57.417438+00:00,1785524817.417,21.30,0.24,0.0022,1.12,1.426,9.2,222.0
2026-07-31T19:06:57.921567+00:00,1785524817.922,21.80,0.00,0.0022,-1.84,-0.172,0.0,222.0
2026-07-31T19:06:58.415105+00:00,1785524818.415,22.29,0.00,0.0022,-1.84,-0.172,0.0,188.7
2026-07-31T19:06:58.919350+00:00,1785524818.919,22.80,0.27,0.0044,1.01,-0.215,0.0,188.7
2026-07-31T19:06:59.425461+00:00,1785524819.425,23.30,0.27,0.0044,1.01,-0.215,0.0,222.0
2026-07-31T19:06:59.926932+00:00,1785524819.927,23.81,0.27,0.0044,-0.44,-0.496,0.0,222.0
2026-07-31T19:07:00.433084+00:00,1785524820.433,24.31,0.27,0.0066,-0.44,-0.496,0.0,188.7
2026-07-31T19:07:00.934124+00:00,1785524820.934,24.81,0.27,0.0066,-1.02,0.715,3.6,188.7
2026-07-31T19:07:01.428842+00:00,1785524821.429,25.31,0.27,0.0066,-0.22,0.578,3.6,188.7
2026-07-31T19:07:01.924453+00:00,1785524821.924,25.80,0.27,0.0066,-0.22,0.578,3.6,188.7
